artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Sara Bareilles,What's Inside: Songs from Waitress,She Used To Be Mine,67,250266,false,0,4,0,3,5,-7,5,1,0,0,0,4,0,0,0,1,0,2,81,1,4,acoustic
Andrew Belle,In My Veins (Feat. Erin Mccarley),In My Veins - Feat. Erin Mccarley,65,318908,false,0,5,0,4,0,-7,8,1,0,0,0,2,0,0,0,1,0,2,128,0,4,acoustic
Tyler Ward,Under Covers,I Don't Wanna Live Forever (Fifty Shades Darker),44,222351,false,0,8,0,4,0,-12,0,1,0,0,0,6,0,0,0,1,0,3,118,0,4,acoustic
Ron Pope,Whatever It Takes,A Drop In the Ocean,55,219480,false,0,5,0,6,5,-6,2,1,0,0,0,1,0,0,0,2,0,3,140,0,3,acoustic
Five For Fighting,America Town,Superman (It's Not Easy),70,221693,false,0,4,0,4,0,-9,3,1,0,0,0,1,0,0,0,1,0,1,102,1,4,acoustic
Andrew Belle,Dive Deep,When the End Comes,57,354400,false,0,5,0,6,9,-9,5,1,0,0,0,7,0,2,0,1,0,4,92,0,4,acoustic
Bailey Jehl,You're Still The One,You're Still The One,56,177500,false,0,6,0,5,2,-8,6,1,0,0,0,7,0,0,0,7,0,5,119,7,4,acoustic
Ingrid Michaelson,It Doesn't Have To Make Sense,Light Me Up,56,247840,false,0,4,0,6,6,-7,8,1,0,0,0,2,0,0,0,1,0,1,147,9,4,acoustic
Jason Mraz,Love Is a Four Letter Word,93 Million Miles,67,216386,false,0,6,0,5,3,-10,3,1,0,0,0,5,0,0,0,1,0,5,140,2,4,acoustic
A Great Big World,When the Morning Comes,Kaleidoscope,62,229320,false,0,7,0,9,7,-5,1,1,0,1,0,0,0,0,0,2,0,5,108,0,4,acoustic
Eddie Vedder;Nusrat Fateh Ali Khan,"Eat, Pray, Love",The Long Road,45,330933,false,0,5,0,3,2,-13,6,1,0,0,0,6,0,3,0,1,0,3,109,2,4,acoustic
Drew Holcomb & The Neighbors,Good Light,What Would I Do Without You,64,172213,false,0,6,0,3,8,-11,1,1,0,0,0,9,0,0,0,1,0,3,90,9,4,acoustic
Jason Mraz,Know.,Have It All,65,226106,false,0,6,0,6,1,-4,9,0,0,0,0,2,0,0,0,1,0,6,82,0,4,acoustic
Gabrielle Aplin,Mellow Adult Pop,Heavy Heart,0,235173,false,0,5,0,7,10,-6,6,0,0,0,0,5,0,0,0,4,0,4,150,1,4,acoustic
Gabrielle Aplin,Break Up Songs,The House We Never Built,0,195213,false,0,5,0,4,2,-10,8,0,0,1,0,8,0,0,0,1,0,2,139,7,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Society,68,236306,false,0,6,0,3,11,-10,8,0,0,0,0,9,0,0,0,1,0,3,161,9,4,acoustic
Gabrielle Aplin,u don't deserve me,Please Don't Say You Love Me,0,181400,false,0,5,0,5,0,-9,9,1,0,1,0,7,0,0,0,1,0,3,86,0,4,acoustic
Gabrielle Aplin,Coffee Moment,Please Don't Say You Love Me,0,181400,false,0,5,0,5,0,-9,9,1,0,1,0,7,0,0,0,1,0,3,86,0,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed,61,164500,false,0,4,0,4,7,-11,5,1,0,0,0,9,0,0,0,1,0,4,100,7,4,acoustic
Sara Bareilles,The Blessed Unrest,Brave,70,220573,false,0,6,0,8,10,-3,8,0,0,1,0,0,0,0,0,0,0,8,185,1,4,acoustic
KT Tunstall,Slow Christmas Songs 2022,Lonely This Christmas,0,257493,false,0,4,0,2,6,-10,7,0,0,0,0,9,0,0,0,1,0,2,85,3,4,acoustic
KT Tunstall,Lonely Christmas 2022,Lonely This Christmas,0,257493,false,0,4,0,2,6,-10,7,0,0,0,0,9,0,0,0,1,0,2,85,3,4,acoustic
Five For Fighting,Bookmarks,Heaven Knows,62,210612,false,0,6,0,8,10,-7,1,1,0,0,0,0,0,0,0,2,0,4,97,6,4,acoustic
The Civil Wars,Slow Christmas Songs 2022,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
The Civil Wars,Alternative Christmas 2022,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
KT Tunstall,Alternative Christmas 2022,Fairytale Of New York,0,263866,false,0,4,0,6,2,-6,0,1,0,0,0,2,0,0,0,1,0,3,117,9,3,acoustic
The Civil Wars,Acoustic Christmas Campfire,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
The Civil Wars,Lonely Christmas 2022,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
The Civil Wars,Chill Christmas Dinner,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
The Civil Wars,sadsadchristmas,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
The Civil Wars,Christmas Country Songs 2022,I Heard The Bells On Christmas Day,0,154440,false,0,5,0,1,2,-14,5,0,0,0,0,9,0,0,0,1,0,2,90,1,4,acoustic
KT Tunstall,Del gusto de mamá,Hold On,0,177613,false,0,7,0,9,4,-5,2,0,0,1,0,3,0,0,0,2,0,8,105,5,4,acoustic
KT Tunstall,OO's Music Grandi Successi,Suddenly I See,0,199040,false,0,6,0,8,0,-5,5,1,0,0,0,1,0,0,0,2,0,7,100,5,4,acoustic
Motohiro Hata,言ノ葉,Rain,58,293040,false,0,6,0,7,9,-6,7,1,0,0,0,5,0,0,0,1,0,5,92,0,4,acoustic
Callum J Wright,Somebody Else (Acoustic),Somebody Else - Acoustic,50,138495,false,0,8,0,4,10,-8,8,0,0,0,0,8,0,0,0,3,0,6,115,0,4,acoustic
Andrew Belle,Black Bear (Hushed),Pieces (Hushed),59,198626,false,0,5,0,3,5,-10,7,0,0,1,0,9,0,0,0,1,0,1,69,6,4,acoustic
Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",Mirrors,57,292566,false,0,5,0,7,1,-7,2,1,0,0,0,5,0,0,0,1,0,7,77,0,4,acoustic
Boyce Avenue,Stand by Me,Stand by Me,60,199019,false,0,7,0,3,8,-7,3,1,0,0,0,9,0,0,0,1,0,3,115,2,4,acoustic
Gabrielle Aplin;JP Cooper,Dear Happy,Losing Me,61,181760,false,0,7,0,4,7,-8,4,1,0,1,0,2,0,0,0,1,0,3,133,9,4,acoustic
Mone Kamishiraishi,chouchou,なんでもないや - movie ver.,49,349920,false,0,4,0,2,8,-10,7,1,0,0,1,0,0,0,0,4,0,3,83,4,4,acoustic
John Adams,You’re Beautiful (Acoustic),You’re Beautiful - Acoustic,55,204973,false,0,5,0,2,2,-11,3,1,0,0,0,9,0,0,0,1,0,4,147,2,4,acoustic
Kitri,Hikare Inochi,Hikare Inochi,51,322146,false,0,6,0,8,2,-5,3,1,0,0,0,3,0,0,0,1,0,4,102,0,4,acoustic
Tyler Ward,Songs From Nashville,How To Lose a Girl,46,210375,false,0,7,0,5,7,-10,4,0,0,0,0,6,0,0,0,1,0,3,80,0,3,acoustic
Boyce Avenue,"Cover Sessions, Vol. 6",Can’t Help Falling in Love,57,131000,false,0,4,0,2,5,-10,8,1,0,0,0,9,0,0,0,1,0,1,100,0,3,acoustic
Andrew Belle,Dive Deep (Hushed),Dive Deep (Hushed),58,218531,false,0,5,0,4,9,-9,0,1,0,0,0,9,0,0,0,1,0,1,135,9,4,acoustic
Ben Woodward,When the Party's over (Acoustic Piano),When the Party's over (Acoustic Piano),51,195945,false,0,6,0,2,4,-13,5,1,0,1,1,0,0,0,0,1,0,2,125,0,3,acoustic
Augustana,All The Stars and Boulevards,Boston,63,245933,false,0,4,0,6,0,-5,1,1,0,0,0,2,0,0,0,1,0,3,147,0,4,acoustic
Matthew Perryman Jones,Living in the Shadows,Living in the Shadows,53,212386,false,0,4,0,8,4,-6,6,0,0,1,0,0,0,0,0,1,0,2,176,0,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",In Case You Didn’t Know,60,225165,false,0,6,0,3,11,-7,8,1,0,0,0,8,0,0,0,1,0,3,147,5,4,acoustic
Andrew Foy;Renee Foy,death bed (coffee for your head),death bed (coffee for your head),47,112008,false,0,6,0,0,1,-28,3,1,0,0,0,8,0,2,0,1,0,6,125,4,4,acoustic
Kina Grannis,You Are My Sunshine,You Are My Sunshine,60,123609,false,0,7,0,1,10,-19,8,1,0,0,0,9,0,0,0,2,0,6,80,0,1,acoustic
Jason Mraz,I Won't Give Up,I Won't Give Up,66,240165,false,0,6,0,3,4,-10,1,1,0,0,0,7,0,0,0,1,0,1,136,7,3,acoustic
Ray LaMontagne;Sierra Ferrell,I Was Born To Love You,I Was Born To Love You,67,265843,false,0,7,0,3,9,-11,1,1,0,0,0,8,0,0,0,2,0,2,78,0,4,acoustic
Meg Birch,Life Sucks Playlist,Only Love Can Hurt Like This,43,194194,false,0,5,0,2,1,-8,6,1,0,0,0,9,0,0,0,1,0,1,98,4,4,acoustic
Catherine Feeny,Hurricane Glass,Mr Blue,54,154600,false,0,5,0,4,10,-10,3,1,0,0,0,8,0,1,0,4,0,6,165,7,4,acoustic
Joshua Hyslop,Where The Mountain Meets The Valley,Do Not Let Me Go,60,158960,false,0,4,0,2,3,-13,7,1,0,0,0,3,0,0,0,1,0,1,139,8,4,acoustic
Ross Copperman,Holding On And Letting Go - Single,Holding On And Letting Go,49,319000,false,0,5,0,5,2,-9,6,1,0,0,0,8,0,0,0,1,0,1,78,0,4,acoustic
JJ Heller,You Already Know,You Already Know,57,214360,false,0,5,0,1,0,-12,9,1,0,0,0,9,0,0,0,1,0,3,78,1,4,acoustic
Ben Woodward,Believer (Remix),Believer (Remix),42,204480,false,0,6,0,7,1,-6,5,0,0,1,0,3,0,1,0,0,0,3,187,5,3,acoustic
Howie Day,Stop All the World Now (Special Edition),Collide - Acoustic Version,67,277000,false,0,6,0,3,10,-11,4,1,0,0,0,8,0,0,0,1,0,3,90,2,4,acoustic
Ben Rector,Magic,Love Like This,61,214240,false,0,6,0,1,2,-11,5,1,0,0,0,9,0,0,0,1,0,4,139,8,4,acoustic
Matt Nathanson,Some Mad Hope,Come On Get Higher,71,215173,false,0,7,0,6,9,-5,7,1,0,0,0,2,0,0,0,1,0,6,92,0,4,acoustic
Rachael Yamagata,Something In the Rain (Music from the Original TV Series),"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",49,296862,false,0,4,0,3,4,-10,8,0,0,0,0,5,0,0,0,1,0,1,143,4,4,acoustic
Parachute,The Way It Was,Kiss Me Slowly,61,235813,false,0,5,0,8,9,-6,4,1,0,0,0,1,0,0,0,2,0,4,173,9,4,acoustic
Parachute,Wide Awake,Without You,61,228933,false,0,6,0,9,4,-5,1,1,0,0,0,1,0,0,0,2,0,5,96,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Absolutely Zero,20,339196,false,0,5,0,5,5,-7,8,1,0,0,0,1,0,0,0,3,0,1,135,1,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Sleep All Day,22,296843,false,0,6,0,8,2,-6,5,1,0,1,0,4,0,0,0,1,0,8,98,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),You and I Both,35,218240,false,0,6,0,8,7,-6,6,1,0,0,0,2,0,0,0,3,0,7,99,0,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Long Nights,60,151773,false,0,5,0,3,5,-13,1,1,0,0,0,7,0,0,0,2,0,1,108,7,4,acoustic
Gabrielle Aplin,English Rain,Please Don't Say You Love Me,59,181400,false,0,5,0,5,0,-9,9,1,0,1,0,7,0,0,0,1,0,3,86,0,4,acoustic
KT Tunstall,Eye To The Telescope,Suddenly I See,73,201706,false,0,6,0,8,0,-5,7,1,0,0,0,2,0,0,0,1,0,7,100,4,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Who Needs Shelter,22,192260,false,0,5,0,6,6,-7,9,0,0,0,0,6,0,0,0,2,0,3,142,6,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),No Stopping Us,19,198855,false,0,6,0,8,1,-6,2,1,0,0,0,3,0,0,0,3,0,7,106,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24,191889,false,0,6,0,7,9,-4,2,1,0,1,0,1,0,0,0,4,0,6,163,1,4,acoustic
JJ Heller,I Dream of You: CALM,Make You Feel My Love,57,171293,false,0,7,0,2,9,-9,8,1,0,0,1,0,0,0,0,1,0,3,72,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Remedy (I Won't Worry),35,256440,false,0,6,0,9,10,-4,5,1,0,0,0,0,0,0,0,3,0,8,94,5,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Too Much Food,20,221425,false,0,6,0,9,2,-4,4,1,0,0,0,0,0,0,0,2,0,5,100,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18,255047,false,0,7,0,6,1,-8,5,0,0,0,0,5,0,0,0,1,0,4,113,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"On Love, in Sadness",19,208793,false,0,6,0,8,9,-5,6,1,0,0,0,1,0,0,0,2,0,8,101,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Curbside Prophet,23,214552,false,0,6,0,8,5,-6,0,1,0,1,0,3,0,0,0,1,0,9,178,0,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again - Live",19,264280,false,0,6,0,3,3,-12,5,1,0,1,0,7,0,0,0,1,0,6,102,2,4,acoustic
Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again",18,289041,false,0,6,0,8,8,-7,9,1,0,1,0,0,0,0,0,1,0,4,102,4,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Hard Sun,65,322080,false,0,4,0,8,8,-6,5,1,0,0,0,1,0,0,0,3,0,6,143,4,4,acoustic
Susie Suh;Robot Koch,Here with Me,Here with Me,55,238971,false,0,6,0,4,1,-13,3,0,0,0,0,7,0,1,0,1,0,1,129,9,4,acoustic
Tyler Ward;Lindsey Stirling;Kina Grannis,"Tyler Ward Covers, Vol. 5",The Scientist,47,276575,false,0,5,0,3,7,-12,9,1,0,0,0,5,0,0,0,3,0,1,146,0,4,acoustic
Howie Day,Stop All The World Now,Collide,56,249120,false,0,6,0,6,11,-7,9,1,0,0,0,2,0,0,0,1,0,3,93,9,4,acoustic
Eden Elf;Ren Avel,get better,get better,53,111734,false,0,6,0,2,7,-16,6,0,0,1,0,9,0,0,0,1,0,4,88,1,4,acoustic
Kitri,Hikare Inochi,Sympathy,49,210760,false,0,7,0,4,2,-9,2,0,0,0,0,9,0,0,0,1,0,6,130,1,4,acoustic
Boyce Avenue;Rachel Grae,Let It Go,Let It Go,51,255688,false,0,6,0,3,1,-9,3,1,0,0,0,8,0,0,0,1,0,4,147,9,4,acoustic
Chord Overstreet,What You Need,What You Need,53,181786,false,0,5,0,3,0,-11,2,1,0,1,0,9,0,0,0,2,0,2,140,4,4,acoustic
Five For Fighting,The Battle for Everything,100 Years,66,244600,false,0,6,0,6,7,-7,5,1,0,0,0,5,0,0,0,2,0,3,120,5,4,acoustic
Andrew Belle,Nightshade,You're the Sea,56,174546,false,0,6,0,6,1,-9,1,0,0,0,0,5,0,1,0,1,0,5,161,0,4,acoustic
Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 1",No Direction,47,234330,false,0,7,0,8,7,-5,5,1,0,0,0,0,0,0,0,2,0,6,112,0,4,acoustic
Cary Brothers,Under Control,Belong,51,255600,false,0,4,0,4,0,-8,4,1,0,0,0,8,0,0,0,1,0,2,116,0,4,acoustic
